Equipment ID,Type,Total Distance (km),Fuel (L),Cost (₹),Fuel/km (L/km),Avg Speed (km/h),Idle %,Maintenance %,Operating Status
07,Excavator,5.5,2,190.16,0.37,0,100,0,Moving Operation
